Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_320,Cardiology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,X02,Other - Medical Services, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,516,439,85.10%,9.4,21.4,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0
Y56,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_100,General Surgery Service,"3,897","1,728",44.30%,21,56.6,401,37
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_101,Urology Service,"3,926","2,274",57.90%,14.7,50.9,290,27
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service,"2,633","1,675",63.60%,13.1,39.6,34,1
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service,"5,854","4,101",70.10%,11.7,38,106,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_130,Ophthalmology Service,"7,568","4,827",63.80%,12.9,41.6,216,3
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_140,Oral Surgery Service,208,194,93.30%,5.5,16.6,0,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_150,Neurosurgical Service,"4,970","2,161",43.50%,21.6,54.6,476,17
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service,"1,315",868,66.00%,12.6,35.3,15,1
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service,293,207,70.60%,9.7,41.8,14,2
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,52,39,75.00%,6.7,25.8,2,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_301,Gastroenterology Service,"2,955","2,425",82.10%,10,23.8,8,2
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_320,Cardiology Service,"7,511","5,507",73.30%,10.2,33.9,109,9
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_330,Dermatology Service,"4,315","2,662",61.70%,12.4,39.1,0,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"3,007","2,295",76.30%,10.7,29,10,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_400,Neurology Service,"5,231","2,409",46.10%,19.4,44.3,184,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_410,Rheumatology Service,"1,647",915,55.60%,15.8,46.8,55,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service,207,144,69.60%,8.8,39.5,1,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,C_502,Gynaecology Service,"6,545","4,395",67.20%,11.6,33.2,29,1
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,X02,Other - Medical Services,"15,112","9,822",65.00%,11.8,41,412,3
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,"5,333","3,942",73.90%,11.1,32.3,43,1
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,X05,Other - Surgical Services,"7,488","4,544",60.70%,13,44.2,306,16
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,X06,Other - Other Services,207,192,92.80%,6.8,17.7,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_100,General Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_101,Urology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_110,Trauma and Orthopaedic Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_300,General Internal Medicine Service,100,97,97.00%,5.7,14.3,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_320,Cardiology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_340,Respiratory Medicine Service,"1,481","1,249",84.30%,9.4,21.8,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_410,Rheumatology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_430,Elderly Medicine Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X02,Other - Medical Services,4,4,100.00%,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X04,Other - Paediatric Services,2,2,100.00%,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0
Y56,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,X06,Other - Other Services,"1,732","1,237",71.40%,8.9,53.5,147,37
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_100,General Surgery Service,"2,584","1,700",65.80%,12.4,38.5,108,19
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_101,Urology Service,"3,194","1,808",56.60%,14.8,44.2,197,48
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"7,643","4,488",58.70%,13.9,42.5,283,24
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"7,802","2,971",38.10%,23.9,59.6,"1,170",70
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,999","3,485",69.70%,11.5,31.9,17,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,849","1,914",49.70%,18.1,54.6,362,99
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,30,5,16.70%,56.5,74.8,18,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,"1,338",611,45.70%,20.1,48.2,76,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"5,210","3,029",58.10%,14.4,48.8,331,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,549","2,386",67.20%,11.9,29.3,3,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,978","2,551",64.10%,12.4,47.2,214,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,843,597,70.80%,9.9,33.3,11,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_400,Neurology Service,"2,413","1,218",50.50%,17.8,42.6,15,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,771","1,080",61.00%,13.5,34.9,11,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,485,354,73.00%,11.8,24.9,2,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,C_502,Gynaecology Service,"7,591","3,363",44.30%,21,52.1,612,68
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,691","3,107",84.20%,8,25.1,57,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"6,099","4,206",69.00%,11.2,35.9,146,0
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,X05,Other - Surgical Services,"6,914","4,091",59.20%,13.3,50.3,506,163
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,X06,Other - Other Services,"1,483",990,66.80%,13.2,36.4,30,1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,153",934,81.00%,6.1,34.6,32,1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,741,483,65.20%,11.8,51.6,58,8
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"1,315",524,39.80%,23,56.5,150,8
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"1,447",586,40.50%,23.7,68.8,331,55
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"1,384","1,093",79.00%,7.7,30.8,27,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,151,96,63.60%,12.2,43.5,3,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,27,20,74.10%,9,22.8,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,415,363,87.50%,9,20.8,1,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,488,407,83.40%,9.5,20.8,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"1,249",837,67.00%,8.5,51.3,93,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,358,296,82.70%,8.7,22.3,1,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,353,276,78.20%,8.9,37.8,13,1
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,259,225,86.90%,8,20.6,2,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,90,77,85.60%,3.3,20.7,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,122",734,65.40%,11,50.7,84,12
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,521,367,70.40%,9.2,36.9,4,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,523,424,81.10%,7.5,28.6,11,2
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,683,495,72.50%,7.6,34.5,17,3
Y58,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_100,General Surgery Service,237,,,18,,7,2
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_101,Urology Service, -   ,,,-,,0,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"1,457",,,15.2,,176,38
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,574",,,19,,"1,226",126
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"6,909",,,9.4,,250,10
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"6,447",,,26.3,,815,23
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   ,,,-,,0,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   ,,,-,,0,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,262,,,12.4,,13,2
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,67,,,9.7,,3,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,011",,,17.5,,201,65
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_320,Cardiology Service,"4,258",,,11.6,,109,5
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,365",,,11.2,,36,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,100",,,15.6,,213,27
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_400,Neurology Service,719,,,11.2,,78,2
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,038",,,19.4,,159,34
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,148,,,5,,1,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,915",,,12,,34,1
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X02,Other - Medical Services,"5,900",,,15.2,,238,15
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X03,Other - Mental Health Services,57,,,8.8,,0,0
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"9,289",,,19.6,,"1,264",221
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X05,Other - Surgical Services,"6,345",,,16.6,,768,242
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,X06,Other - Other Services,"1,640",,,3.3,,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_100,General Surgery Service, -   , -   , -   ,-,-,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_101,Urology Service,"3,090","1,240",40.10%,24.8,70.7,643,134
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,778","1,663",44.00%,20.5,74.2,751,255
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,453","1,471",42.60%,22.1,57.8,477,31
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,861","2,762",56.80%,14.4,53.2,418,9
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,156","1,313",41.60%,22.1,50.5,215,22
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,269,182,67.70%,11.1,36.9,3,1
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,19,9,47.40%,-,-,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,94,28,29.80%,24.8,47.7,6,1
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,832","1,742",61.50%,11.6,49.5,181,4
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,203","1,591",49.70%,18.2,50.3,205,5
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,395","1,470",61.40%,10.9,49.8,154,10
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,751",788,45.00%,21.2,54.4,186,1
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_400,Neurology Service,"1,337",576,43.10%,22.9,60.9,224,4
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_410,Rheumatology Service,404,300,74.30%,8,34.9,10,3
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,277,227,81.90%,8.4,25.4,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,814","1,784",63.40%,12.4,40.4,115,7
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X02,Other - Medical Services,"2,096",916,43.70%,21.5,48.7,116,5
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,249",848,37.70%,24.5,66,362,44
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X05,Other - Surgical Services,"4,465","2,111",47.30%,19.7,64.7,666,201
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,X06,Other - Other Services,270,158,58.50%,13.9,44.1,9,3
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,887,459,51.70%,17.5,45.7,33,2
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,867,642,74.00%,10,46.2,56,4
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,393","1,399",58.50%,14.9,56.1,231,40
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"2,283","1,261",55.20%,16,42.5,81,1
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,488","1,201",48.30%,19.1,54.8,241,37
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,585",720,45.40%,21.9,70.1,286,85
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,054",389,36.90%,27.5,82.8,274,105
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,635,557,87.70%,8.8,20,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"1,411",786,55.70%,15.2,40.1,26,3
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,247,213,86.20%,7.9,23,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,48,45,93.80%,2.7,11.2,1,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,30,29,96.70%,2.3,10.6,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,194",827,69.30%,9.1,38.7,13,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,168",889,76.10%,9.3,25.8,7,1
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,203,144,70.90%,12.4,40.8,7,0
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,389","1,075",77.40%,6.8,38.6,43,2
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,6,4,66.70%,-,-,0,0
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_100,General Surgery Service,"3,729","2,204",59.10%,14,52.2,301,39
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_101,Urology Service,"1,825","1,143",62.60%,12.4,43,30,0
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,414","1,316",54.50%,16.3,47.7,129,12
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,238","1,738",53.70%,16.8,43,114,3
