Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function, 52 plus ,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks)
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_101,Urology, -   ,"3,317","2,643",79.70%,9.5,27.9
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"3,961","3,150",79.50%,10.1,25.7
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"2,208","1,776",80.40%,7.6,24.7
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_130,Ophthalmology, -   ,"2,466","2,096",85.00%,7.8,21.5
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_140,Oral Surgery, -   ,"1,558","1,197",76.80%,11.7,27.5
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_150,Neurosurgery, -   ,368,342,92.90%,7.4,17.3
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_160,Plastic Surgery, -   ,817,707,86.50%,6.4,22.2
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_170,Cardiothoracic Surgery, -   ,113,106,93.80%,5.8,16.5
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_301,Gastroenterology, -   ,"3,306","2,810",85.00%,8.4,24.3
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_320,Cardiology, -   ,"3,253","2,852",87.70%,7.6,21.7
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_330,Dermatology, -   ,"1,025","1,002",97.80%,5.5,15.1
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_340,Thoracic Medicine, -   ,"3,915","2,862",73.10%,10.3,32.7
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_400,Neurology, -   ,"3,361","2,641",78.60%,10.5,24.4
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_410,Rheumatology, -   ,703,538,76.50%,12.2,28.7
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_430,Geriatric Medicine, -   ,72,71,98.60%,7.4,15.8
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,C_502,Gynaecology, -   ,"2,171","1,767",81.40%,8.7,25.1
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,X01,Other, -   ,"9,882","8,771",88.80%,7.5,20.3
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"2,071","1,785",86.20%,6.7,21.8
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,810","1,609",88.90%,6.9,20.7
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"2,696","2,378",88.20%,7.6,20.1
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"3,019","2,636",87.30%,7.6,21.2
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"5,312","4,130",77.70%,8.4,27.1
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,655,558,85.20%,8.1,21
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,59,52,88.10%,7,21.1
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"2,107","1,918",91.00%,6,18.8
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"1,699","1,224",72.00%,9.3,30.7
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,487","1,299",87.40%,7.7,20.4
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,889,810,91.10%,6.3,18.6
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,424,406,95.80%,7,16
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,413,394,95.40%,3.2,14.8
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,427","1,333",93.40%,5.8,17
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,X01,Other, -   ,"3,050","2,860",93.80%,5.8,16.7
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_100,General Surgery, -   ,"3,153",,,7.6,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_101,Urology, -   ,"1,832",,,9,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"4,107",,,9.3,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,938",,,8,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_130,Ophthalmology, -   ,"3,338",,,7.7,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_140,Oral Surgery, -   ,"1,473",,,5.8,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_150,Neurosurgery, -   ,"1,559",,,8.8,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_160,Plastic Surgery, -   ,578,,,10.2,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_170,Cardiothoracic Surgery, -   ,164,,,6.7,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_300,General Medicine, -   ,166,,,4.8,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_301,Gastroenterology, -   ,"1,462",,,5.9,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_320,Cardiology, -   ,"1,191",,,6.7,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_330,Dermatology, -   ,"3,623",,,9.1,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_340,Thoracic Medicine, -   ,"1,012",,,9.9,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_400,Neurology, -   ,"2,277",,,7.9,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_410,Rheumatology, -   ,725,,,7.3,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_430,Geriatric Medicine, -   ,63,,,4.3,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,C_502,Gynaecology, -   ,"1,989",,,8.5,
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,X01,Other, -   ,"3,502",,,6.6,
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"5,507","4,698",85.30%,7.5,23.3
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   ,15,15,100.00%,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,1,1,100.00%,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   ,103,91,88.30%,8.3,20.9
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,"1,383","1,362",98.50%,5.9,13
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,25,23,92.00%,7.8,17
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   , -   , -   , -   ,-,-
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   ,85,82,96.50%,4.3,17.2
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_100,General Surgery, -   ,"3,523","2,965",84.20%,7.5,23.8
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_101,Urology, -   ,"2,535","1,951",77.00%,9.9,25.1
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"3,581","3,215",89.80%,6.8,19.5
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"3,333","2,872",86.20%,8.1,22.7
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_130,Ophthalmology, -   ,"5,964","4,254",71.30%,10.1,29.6
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_140,Oral Surgery, -   ,"2,407","1,897",78.80%,9.5,26.3
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_160,Plastic Surgery, -   ,80,79,98.80%,4.3,11.9
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_170,Cardiothoracic Surgery, -   ,188,178,94.70%,5.4,16.7
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_300,General Medicine, -   ,378,332,87.80%,8.9,19.7
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_301,Gastroenterology, -   ,"2,218","2,031",91.60%,7.2,18.4
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_320,Cardiology, -   ,"3,427","3,047",88.90%,7.3,20.9
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_330,Dermatology, -   ,"2,316","1,574",68.00%,12.2,27.1
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_340,Thoracic Medicine, -   ,"1,215","1,065",87.70%,7.7,21.2
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_400,Neurology, -   ,"2,315","1,972",85.20%,9.5,20.5
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_410,Rheumatology, -   ,"1,105","1,036",93.80%,6.5,16.3
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_430,Geriatric Medicine, -   ,258,252,97.70%,7.5,15.7
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,C_502,Gynaecology, -   ,"2,615","2,399",91.70%,7.1,18.2
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,X01,Other, -   ,"4,141","3,487",84.20%,7.3,23
Y60,RLQ,WYE VALLEY NHS TRUST,C_100,General Surgery,1,793,483,60.90%,14.3,38.5
Y60,RLQ,WYE VALLEY NHS TRUST,C_101,Urology, -   ,"1,038",752,72.40%,10.6,33.4
Y60,RLQ,WYE VALLEY NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"1,697","1,320",77.80%,9.9,26.1
Y60,RLQ,WYE VALLEY NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,145",878,76.70%,9.2,26.7
Y60,RLQ,WYE VALLEY NHS TRUST,C_130,Ophthalmology, -   ,"2,377","1,981",83.30%,8.2,23.1
Y60,RLQ,WYE VALLEY NHS TRUST,C_140,Oral Surgery, -   ,183,131,71.60%,10,31.3
Y60,RLQ,WYE VALLEY NHS TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RLQ,WYE VALLEY NHS TRUST,C_160,Plastic Surgery, -   ,168,128,76.20%,9.1,29.8
Y60,RLQ,WYE VALLEY NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RLQ,WYE VALLEY NHS TRUST,C_300,General Medicine, -   ,58,53,91.40%,12.3,18.4
Y60,RLQ,WYE VALLEY NHS TRUST,C_301,Gastroenterology, -   ,776,594,76.50%,9.7,28.2
Y60,RLQ,WYE VALLEY NHS TRUST,C_320,Cardiology, -   ,634,510,80.40%,8,28.1
Y60,RLQ,WYE VALLEY NHS TRUST,C_330,Dermatology, -   ,"1,059",894,84.40%,8.3,21.8
Y60,RLQ,WYE VALLEY NHS TRUST,C_340,Thoracic Medicine, -   ,643,515,80.10%,9.7,25.1
Y60,RLQ,WYE VALLEY NHS TRUST,C_400,Neurology, -   ,360,269,74.70%,10.8,27.7
Y60,RLQ,WYE VALLEY NHS TRUST,C_410,Rheumatology, -   ,293,264,90.10%,7.5,19.5
Y60,RLQ,WYE VALLEY NHS TRUST,C_430,Geriatric Medicine, -   ,85,77,90.60%,7,19.6
Y60,RLQ,WYE VALLEY NHS TRUST,C_502,Gynaecology, -   ,"1,043",857,82.20%,9.2,25
Y60,RLQ,WYE VALLEY NHS TRUST,X01,Other, -   ,"3,211","2,759",85.90%,7.2,24.2
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_100,General Surgery, -   ,587,444,75.60%,10.5,28.2
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_101,Urology, -   ,923,724,78.40%,8.9,26.2
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"1,661","1,195",71.90%,10.3,29.9
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,615,502,81.60%,9.1,25.3
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_130,Ophthalmology, -   ,"1,219",923,75.70%,8.8,24.4
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_140,Oral Surgery, -   ,"1,038",626,60.30%,14.5,34.9
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   ,283,237,83.70%,8.6,27.2
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_300,General Medicine, -   ,215,153,71.20%,10.3,30.5
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_301,Gastroenterology, -   ,581,562,96.70%,6.1,15.1
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_320,Cardiology, -   ,496,480,96.80%,6.4,15
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_330,Dermatology, -   , -   , -   , -   ,-,-
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_340,Thoracic Medicine, -   ,310,287,92.60%,8.2,17.8
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_400,Neurology, -   , -   , -   , -   ,-,-
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_410,Rheumatology, -   ,305,294,96.40%,8.2,16
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_430,Geriatric Medicine, -   ,33,33,100.00%,5.3,11.4
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,C_502,Gynaecology, -   ,"1,693","1,044",61.70%,13.6,37.7
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,X01,Other, -   ,"2,083","1,812",87.00%,7.2,22.3
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,053",913,86.70%,8.3,21.3
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,430","1,264",88.40%,7.7,21.3
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,646","1,567",95.20%,6,15.4
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,188","1,157",97.40%,4.8,14.4
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"2,060","1,845",89.60%,6.1,19.6
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,688,633,92.00%,7.3,18
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,923,798,86.50%,7,20.9
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_300,General Medicine, -   ,7,7,100.00%,-,-
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,579","1,466",92.80%,6.7,17.5
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_320,Cardiology, -   ,694,677,97.60%,5.4,13.6
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,356","1,224",90.30%,8,18.6
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,371,368,99.20%,4.9,11.3
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_400,Neurology, -   ,610,566,92.80%,7,17.4
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,693,615,88.70%,4.4,19.9
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,117,117,100.00%,5.3,12.2
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,021",971,95.10%,5.2,16
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,X01,Other, -   ,"4,276","4,041",94.50%,5.7,16.4
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   ,"1,201","1,070",89.10%,7.5,20
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   ,"1,457","1,204",82.60%,8.9,25.8
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   ,"1,427","1,305",91.50%,6.3,18.5
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,465","1,308",89.30%,5.9,20.3
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   ,"2,629","2,054",78.10%,9.7,23.6
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   ,872,759,87.00%,6.5,21.5
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   , -   ,-,-
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,103,92,89.30%,6.4,19.4
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   , -   ,-,-
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   , -   ,-,-
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   ,"1,093","1,039",95.10%,7,16.3
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology, -   ,"2,145","1,904",88.80%,6.6,20.6
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   ,"1,124","1,028",91.50%,6.5,19.1
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   ,554,515,93.00%,6.1,16.7
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   ,873,794,91.00%,6,19.2
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   ,654,640,97.90%,6.3,15.3
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   ,190,157,82.60%,11.1,21.6
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   ,"1,472","1,340",91.00%,7.8,18.8
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   ,"4,311","3,903",90.50%,6.8,19
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_100,General Surgery, -   ,"2,739",,,9.8,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_101,Urology, -   ,"1,383",,,10.9,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics, -   ,"1,260",,,7.6,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   ,"1,998",,,14.3,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_130,Ophthalmology, -   ,"2,728",,,6.5,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_140,Oral Surgery, -   ,"1,516",,,9.3,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_150,Neurosurgery, -   ,92,,,15.2,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   ,195,,,6.2,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   ,7,,,-,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_300,General Medicine, -   ,"1,116",,,10.2,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_301,Gastroenterology, -   ,"1,204",,,7.6,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_320,Cardiology, -   ,"2,649",,,12.4,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_330,Dermatology, -   ,"1,590",,,7.4,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_340,Thoracic Medicine, -   ,743,,,10.4,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_400,Neurology, -   ,816,,,6.6,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_410,Rheumatology, -   ,663,,,9.7,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_430,Geriatric Medicine, -   ,71,,,5,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,C_502,Gynaecology, -   ,"1,480",,,6.4,
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,X01,Other, -   ,"3,166",,,6.5,
Y60,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   , -   ,-,-
Y60,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   , -   ,-,-
